Sample_ID	Holdemanella	Anaerostipes	Agathobacter	Bifidobacterium	Coprococcus 2	Bacteroides	Roseburia	Christensenellaceae R-7 group	Fusicatenibacter	Dialister	Blautia	Subdoligranulum	[Ruminococcus] torques group	Prevotella 9	Alistipes	Megamonas	Ruminococcus 2	CAG-56	Erysipelotrichaceae UCG-003	Intestinibacter	Dorea	Lachnospiraceae NK4A136 group	[Eubacterium] hallii group	Faecalibacterium	Clostridium sensu stricto 1	Ruminococcaceae NK4A214 group	Lachnospiraceae ND3007 group	Collinsella	Coprococcus 1	Streptococcus	[Eubacterium] ruminantium group	Terrisporobacter	Lactobacillus	Ruminococcus 1	Phascolarctobacterium	Catenibacterium	[Eubacterium] xylanophilum group	Paraprevotella	Turicibacter	Parabacteroides	[Eubacterium] coprostanoligenes group	Romboutsia	Tyzzerella 3	Lachnospira	Ruminococcaceae UCG-002	[Ruminococcus] gauvreauii group	Barnesiella	Ruminiclostridium 5	Lachnoclostridium	Butyrivibrio	[Eubacterium] eligens group	Sutterella	Lachnospiraceae UCG-001	Akkermansia	Butyricicoccus	Ruminococcaceae UCG-014	Coprococcus 3	Ruminococcaceae UCG-013	Lachnospiraceae FCS020 group	[Eubacterium] ventriosum group	Megasphaera	Senegalimassilia	Mogibacterium	Family XIII UCG-001	Ruminiclostridium 6	Ruminiclostridium 9	Solobacterium	Family XIII AD3011 group	Parasutterella	Ruminococcaceae UCG-008	Ruminococcaceae UCG-004	Ruminococcaceae UCG-005	Marvinbryantia	Adlercreutzia	Acidaminococcus	Oribacterium	Lachnospiraceae UCG-004	Odoribacter	Desulfovibrio	Lachnospiraceae NK4B4 group	Anaeroplasma	Moryella	Asteroleplasma	Negativibacillus	Lachnospiraceae UCG-008	Lachnospiraceae UCG-003	Mitsuokella	Olsenella	Alloprevotella	Erysipelatoclostridium	Butyricimonas	Libanicoccus	Ruminococcaceae UCG-003	Bilophila	Ruminococcaceae UCG-010	Prevotella 2	Merdibacter	Enterorhabdus	Klebsiella	Tyzzerella	Slackia	Prevotellaceae UCG-003	Veillonella	Raoultibacter	Acetitomaculum	[Eubacterium] brachy group	Lachnospiraceae UCG-010	Coprobacter	[Ruminococcus] gnavus group	Oscillibacter	Lactococcus	Phocea	UBA1819	Eisenbergiella	Brachyspira	Howardella	[Bacteroides] pectinophilus group	Vibrio	[Eubacterium] nodatum group	Enterococcus	Actinomyces	Haemophilus	Prevotellaceae NK3B31 group	Oxalobacter	[Clostridium] innocuum group	Fournierella	Allisonella	Erysipelotrichaceae UCG-004	Hydrogenoanaerobacterium	Eggerthella	Holdemania	Defluviitaleaceae UCG-011	DTU089	CAG-352	Escherichia-Shigella	Leuconostoc	Tyzzerella 4	Dielma	Anaerosporobacter	[Eubacterium] oxidoreducens group	Methanobrevibacter	GCA-900066575	Faecalitalea	Peptococcus	Ruminiclostridium	Granulicatella	[Eubacterium] fissicatena group	Ruminococcaceae UCG-009
A02_00	3.868401223350029	1.395106599884757	7.367802845618546	1.1025663756039183	0.47094543681574397	11.580825318026683	8.100261513230798	1.0970258410531448	3.98918487655689	0.08310801826160187	6.388236337041797	2.7469970302734805	1.2676743052169674	2.3281326182350073	0.8576747484597315	0	1.866052036700501	0.30583750720269487	0.9141882008776205	0	2.875537431851425	0.4144319843978547	1.9281060236691634	7.786667257657018	0	0.2714861929878995	0.7069722086786933	0.12743229466778955	0.3346482868667169	0	3.6778068348034223	0	0.016621603652320377	0.147378219050574	0.38894552546429684	0	0.17840521253490538	0.5285669961437879	0	1.3507823234785694	1.8582952883294181	0.45432383316342356	0	0.25375648242542437	1.1369176898187137	0.2847834759097558	0.6981073533974558	0	0.2116484198395461	0	0.7114046363193121	1.6089712335446125	0.19613492309738043	0.04099995567572359	0.4443508709720314	1.2887283365099065	0.8510261069988032	0.15624307433181156	0.40445902220646246	0.693674925756837	0	0	0	0.2648375515269713	0.9341341252604052	0.24710784096449623	0.3291077523159434	0.32578343158547934	0	0.23491866495279468	0.2592970169761979	1.0216745711626256	0.41332387748770005	0.09308098045299411	0.015513496742165683	0	0.16954035725366784	0.5972696245733788	0.45321572625326884	0.022162138203093835	0.549621027436727	0.0265945658437126	0	0	0.1595673950622756	0	0	0	0.36789149417135764	0.0398918487655689	0	0	0.2703780860777448	0.037675634945259516	0.8222153273347812	0	0	0.11413501174593324	0	0.161783608882585	0	0	0	0	0	0	0	0.07535126989051903	0	0	0	0	0	0	0.10305394264438633	0.037675634945259516	0	0	0	0	0	0	0	0.025486458933557908	0	0	0	0.0675945215194362	0	0	0	0	0	0	0	0	0	0	0.03656752803510483	0	0	0	0	0.028810779664021985	0	0	0	0
A11_00	0	1.03351275476995	3.5239049349385043	4.130655029743206	8.23980212702132	11.317700462420548	3.07620034073093	0.9746489396023297	1.3091538892567878	1.7715744372562667	7.125917624618659	3.484851057567679	0.4228006724058886	0	2.4134164218724354	0	0.25300120557621447	0	0.0407518720391218	0	1.2910419461282892	0.47713650179138434	2.0432535841837454	5.276801430843507	0.020941934242326477	1.0516246978984485	0.9327650711176768	1.325001839494224	0.7001398015610231	0.1307455894588491	1.470463382744978	0	0	1.8536441795572762	0.07074977784569755	11.569003673328467	0.32375098342191205	0	0.07357976895952546	0.4544965728807611	1.7161066114252401	0.44544060131651186	0.3605408679016747	2.301914771987616	1.4127315640228888	0.11546363744417841	0.047543850712308766	0.12112361967183422	0.12508560723119327	0	0.02207393068785764	0.15395151659223788	0.8201314247873261	0.50204042359307	0	0.6690098993089162	0.39619875593590637	0.056599822276558055	0.4511005835441677	0.05263783471719899	1.7245965847667237	0	0.75560762739205	0	0.24111524289813727	0.09225771031078962	0	0.13980156102309838	0	0	0.1188596267807719	1.5197052281255836	0.21564532287368615	0.1392355628003328	0.28979109005597725	0	0.07584376185058779	0.3560128821195501	0.07754175651888454	0	0	0.027733912915513442	0	0.17602544728009553	0.03339389514316925	0	0	0.03905387737082506	1.3832996564390787	0	0.17489345083456437	0	0.13470757701820815	0.0464118542667776	0.008489973341483707	0	0	0	0	0	0.2111173370915615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03339389514316925	0	0	0	0	0.01188596267807719	0	0	0	0	0	0	0	0.03905387737082505	0	0	0	0.007923975118718127	0	0	0	0	0	0	0.03509188981146599	0	0.03169590047487251	0	0	0	0	0	0
A07_00	0	25.292964677426085	10.150548396513615	4.153634430126361	0	7.305350515033987	4.880311939613828	0.7694232453396723	6.26068643396305	0	9.29667625839276	1.1687309729346511	0.5494390925393052	0	0.8976604528962843	0	0.34613620251053007	0.3940948329788565	1.480462070978773	0	0.7235497727177946	0.8934901372033862	1.5649109637599568	8.756620376162473	0	0.11259852370824472	1.8495350098002419	0	0.15325910171399976	0.2960924141957546	0	0	0.018766420618040784	0.36698778097501983	0.3336252554318362	0	1.187497393552692	0	0	1.0884523958463657	0.2887943617331832	0.12302431294048959	0.3367529922015096	0.6484840902456316	0.42954251636848906	2.1560532132282413	0.08027857708828558	0.9883648192168146	0.3596897285124484	0	0.36386004420534634	0	0.19079194295008134	0.09070436632053047	0.47124567329746864	0.5494390925393053	0.08549147170440803	0.2533466783435506	0.28670920388673427	0.3304975186621627	0	0	0	0.08027857708828559	0	0	0	0.0177238416948163	0	0	0.10217273447599984	0.0354476833896326	0.08236373493473455	0.20538804787522416	0	0	0.06359731431669377	0	0	0	0	0.01668126277159181	0	0	0.032319946619959135	0	0	0	0	0.11989657617081613	0	0	0	0.09383210309020393	0	0	0	0	0	0	0	0	0.01668126277159181	0	0	0	0	0	0	0.006255473539346929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06151215647024479	0	0	0	0	0	0	0	0	0	0.06046957754702031	0	0	0	0	0	0	0	0
A08_00	1.8094794525977822	2.9124096994440754	5.921932753956378	2.265317649856807	3.1903719045118075	7.37318284066473	1.0925252445175548	8.378999732442798	1.906097331364641	0.6099313269846304	7.141795407925638	6.924281311624865	1.0276178490382804	0	1.335804108489491	0	1.1351362064352464	0.47565724931376535	0.4384965267111273	1.4353948450645606	1.0707242872573404	1.3912974542427634	2.4962096062945314	4.345327163001794	0.03914262780811194	2.0111383072547637	1.5666960649272148	0.058961679862852154	1.2808062390375867	0.005945715616422066	0	0.222468859314459	0	0.8566785250661461	0	0.008918573424633099	0.7838435087649757	0	0.7977168452032939	0.26012505821846543	1.4913836671192018	0.995907365750696	0	0.20264980725971876	3.0674937817724177	0.08918573424633099	0.9587466431480584	0.40430866191670056	0.0985997839723326	0	0.33246459821826724	0.10305907068464916	0.12832836205444292	1.8268211231456797	0.539078215888934	2.8138099154717424	0.399849375204384	0.061934537671063196	0.12188717013665235	0.21355028588982589	0	0	0	0	0.35327460287574447	0.536105358080723	0	0.4573246261631306	0.21800957260214243	0	0.12139169383528385	0.549978694519041	0.01882809945200321	0.0802671608216979	0	0	0.045088343424534	0.2982767334238403	0	0	0.40282223301259507	0.033196912191689874	0	0	0.12931931465717997	0	0	0	0	0.020810004657477232	0.2591341056157284	0	0.587139417121679	0.14715646150644615	0.5103405904095607	0	0.008423097123264594	0.3037269727388939	0	0	0.2863853021909962	0	0	0	0.07927620821896089	0	0	0.05004310643821906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535114405477986	0	0	0	0	0.01585524164379218	0	0	0	0	0	0.09067216315043651	0	0	0	0	0.0034683341095795386	0	0	0	0
A10_00	0.5086137904890274	5.217766732656586	2.5504401668000507	6.778358114653973	0.3369697990817573	4.4395771029021525	0.917189671875658	3.5845162377321937	1.015121519733794	0.7645002316667368	7.720820521460762	1.1499094393664966	1.677477781053873	0.053704561728655065	1.3857882987237269	0	3.9572890779663874	0	0.6265532201676425	0.869803293879786	3.146455498925909	0.7097426393159513	2.307190093087907	7.502843182679753	0.4843940861800261	0.39383345267680386	0.7623941704224758	2.8179099448211957	0.12741670527778948	1.004591213512489	0	2.887409965881808	0.09161366412535277	0.8108335790404785	0	7.653426561644413	0.05475759235078556	0	0.13162882776631143	1.13516701065667	1.7975232719767489	3.970978476054084	0.025272734931131798	0.07581820479339539	3.5866222989764545	0.32538646223832185	0.19586369571627144	0.6223410976791206	0.04949243924013311	0	0.02106061244260983	0.09161366412535277	0.07160608230487342	0.02843182679752327	0.1368939808769639	1.1836064192746725	0.040015163640958674	0.08318941914830882	0.11267427656796261	0.5275683416873762	1.2794322058885472	0	0.057916684217177036	0.15690156269744324	0.04843940861800261	0.08108335790404785	0	0.6718335369192536	0	0	0.5886441177709447	0.24430310433427405	0.3327576765932353	0.15058337896466029	0.10530306221304916	0	0	0.27905311486458023	0	0	0	0	0	0.5528410766185081	0.10214397034665769	0	0.16743186891874814	0	0	0.09687881723600522	0	0.6255001895455119	0	0.05686365359504654	0	0	0.02632576555326229	0.5728486584389875	0	0	0.12636367465565898	0	0	0	0	0.022113643064740323	0	0	0	0.372772840234194	0	0	0.07055305168274294	0	0	0.04633334737374163	0	0	0.376984962722716	0	0	0	0	0.07160608230487343	0	0.030537888041784256	0	0	0	0	0	0	0.044227286129480646	0	0	0	0	0	0	0	0	0	0	0	0.05475759235078556	0	0	0
A04_00	0	10.237202406906775	7.335833260661026	10.558995378041335	3.801342984215575	7.411703148164299	1.9002354582715617	1.0412488009069503	2.2298770384581843	0	16.576262317955877	4.260050579925003	1.0918287259091304	0	0.42208075346646895	0	1.077003575477457	1.5671056073951342	1.963896398360513	0	3.4246097497165775	0.16918112845556815	2.924042905729484	7.049795064096973	0	0.16918112845556815	0.866835266416674	0.8092788000348828	0.1029039853492631	0.3418505276009418	0	0	0	0.31568849742740035	0.5842853405424261	0	0.2747013168221854	0.28691026423650473	0.022673759483735942	0.24417894828638703	0.42033661812156625	0.0688933461236592	1.5610011336879743	0.9488096276271039	0.47440481381355193	0.6174239120955786	0	0.03052236853579838	1.5487921862736547	0	0	0.6898055289090433	0.28691026423650473	0.03488270689805529	0.15522804569634602	0.08720676724513822	0.4613237987267812	0.0392430452603122	0.18923868492194995	1.1075259440132554	0	0	0	0.06976541379611058	0.04970785732972879	0.225865527164908	0	0.04447545129502049	0	0.026162030173541465	0.06976541379611058	0.19621522630156102	0	0.13953082759222116	0	0	0.06627714310630506	0	0	0	0	0	0	0	0.05668439870933985	0	0	0	0	0.02005755646638179	0	0	0	0.12819394785035318	0	0	0	0	0	0	0.16046045173105433	0	0.02092962413883317	0	0	0	0	0	0	0.013081015086770733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028778233190895616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A05_00	0	2.316282616985346	10.378602168110255	1.6821920793157923	2.8011112926948845	8.3150841640791	4.466960832380018	1.449038513918396	0.6253745165332025	2.986326741842349	5.31786239581631	6.193822520019611	1.1439777741461024	0	2.380563272865937	0	3.8535708449092985	0.1078607615623468	0.42054801982894807	0.39984746963011386	1.5438252437762163	6.825734052405077	1.8227379201394562	8.635397940840006	2.1583047338889796	1.3923843765321131	0.22225853897695705	0.046848613607888	0	0.4314430462493872	0	0.4314430462493872	0	1.9480307239745056	0	0	1.4599335403388352	0	0.1568883804543226	0.47175464400501177	1.3368197417878738	2.7923952715585334	0	0.40093697227215774	1.746472735196383	0.4891866862777142	0.7680993626409544	0.01089502642043907	0	0	0.03704308982949284	0	0.5981369504821049	0.21899003105082532	0.33556681374952335	0.2712861578689328	0.6308220297434222	0.1263823064770932	0.45977011494252884	0.8912131611919158	0	0	0	0.11548728005665414	0	0	0	0.28980770278367923	0.49681320477202157	0	0	0.5284087813912949	0.17105191480089338	0.269107152584845	0.13727733289753227	0.047938116249931904	0	0.19502097292585932	0	0	0	0	0	0	0	0	0	0	0	0.12965081440322493	0	0	0.37914691943127965	0.1721414174429373	0.02941657133518549	0	0.5556463474423925	0	0	0	0	0	0.140545840823664	0	0	0	0	0	0	0.059922645312414875	0	0	0.062101650596502696	0	0	0	0	0	0.011984529062482976	0	0	0	0	0.03922209511358065	0	0	0	0	0	0	0.04466960832380018	0	0	0	0	0	0	0.03813259247153675	0.2538541155962303	0.01743204227270251	0	0	0	0	0	0	0	0
A08_07	2.217097415506958	1.3900596421471174	6.452485089463219	1.9562624254473162	5.364612326043738	7.416302186878726	2.9582504970178927	6.120079522862823	0.8620278330019879	0.547117296222664	8.539165009940357	8.5168986083499	1.1435387673956263	0	1.2803180914512924	0	0.7475149105367793	0.7840954274353877	0.3658051689860835	0.9558648111332008	0.9924453280318092	2.745129224652087	1.3264413518886682	8.793638170974155	0.3053677932405567	1.9992047713717696	1.2755467196819086	0	1.0035785288270378	0	0	0	0.09860834990059641	0.5121272365805168	0	0	0.9542743538767394	0	1.537972166998012	0.22107355864811135	1.1228628230616302	0	0	0.33558648111332007	1.7129224652087476	0.052485089463220676	0.8508946322067594	0.41192842942345925	0	0	0.3769383697813121	0.033399602385685886	0.4071570576540756	0.7491053677932406	0.505765407554672	2.2775347912524855	0.2497017892644135	0.10497017892644135	0.1463220675944334	0	0	0	0	0.057256461232604375	0.32445328031809145	0.5487077534791251	0	0.2719681908548708	0.22107355864811135	0	0.11610337972167	0.4023856858846918	0.23220675944334	0.068389662027833	0	0	0	0.10497017892644135	0	0	0.07634194831013917	0.03658051689860835	0	0	0.16699801192842945	0.057256461232604375	0	0	0	0	0.07634194831013917	0	0.3594433399602386	0.10019880715705765	0.4628230616302187	0	0	0.25129224652087473	0	0	0.28469184890656063	0	0	0	0.042942345924453285	0	0	0.020675944333996023	0	0	0.12246520874751492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060437375745526836	0	0	0	0	0	0	0	0	0	0	0.4739562624254473	0	0	0	0	0.015904572564612324	0	0	0	0
A02_07	5.176368202050603	1.9699208586788024	5.133760617900625	1.506676699090736	0.1668041592254485	7.733729795392942	3.628897007497122	2.119500675375536	3.5509341939460968	0.11694422032653727	7.285896889646355	5.8345193955162316	1.105984099212213	4.454758904531815	0.6436464839677632	0	1.238339573380232	0.2973465447062343	0.38618789038065793	0	2.437697739984951	0.8095440988495954	1.953603060493704	11.449655059877255	0.5194499088922935	0.46596379261891596	1.154030949423891	0.16227143750736564	0.19128085650309584	0.025383241621263906	3.8800097906789106	0	0.07252354748932544	0.32454287501473134	0.24204733974562365	0.008158899092549111	0.6445530283113798	0.4278889301870202	0.03444868505742959	1.377040857953567	1.8720140695682126	1.2564704602525631	0	0.20034629993926154	1.340779084208904	0.27921565783390295	0.4886274012093301	0.09700024476697278	0.14323400629141775	0	0.46687033696253255	1.0887597566834981	0.041701039806362125	0.037168318088279285	0.15411253841481654	1.6925182895321327	0.7333943739858035	0.11603767598292072	0.32907559673281417	0.5185433645486768	0	0	0	0.2175706424679763	0.7460859947964354	0.30097272208070064	0.2991596333934674	0.3490195722923787	0	0	0.22210336418605914	1.5365926624300827	0.2900941899573018	0.019943975559564495	0.026289785964880474	0	0.2638044039924213	0.2502062388381728	0	0.07796281355102486	0.6409268509369136	0.030822507682963313	0	0.008158899092549111	0.06708428142762603	0	0	0	0.3680570035083266	0.019037431215947927	0	0	0.3880009790678911	0.04260758414997869	0.7769085024793989	0	0	0.10787877689037159	0	0.17405651397438107	0	0	0	0	0	0	0	0.045327217180828404	0	0	0	0	0	0	0.0679908257712426	0.04804685021167811	0	0	0	0	0	0	0	0	0	0	0.013598165154248519	0.03898140677551243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024476697277647334	0	0	0	0
A05_07	0	1.9703289365449572	10.843583366397954	3.118074574434111	3.328559124384272	9.001480649937578	4.277917025538793	1.039358191478037	0.7717766831505909	2.3032332362362458	6.4945370791518675	5.512759718579737	0.9725837825283308	0	1.9722644266594411	0	3.3542043684011884	0.14516175858631802	0.4722595879341546	1.7521024261368585	0.9454869209255513	7.847444669176351	2.876138310123581	6.487762863751172	3.109364868918932	0.2032264620208452	0.2908073897012571	0.035806567117958446	0.3261300842905945	0.957583734141078	0	0.3029042029167836	0	1.6950054677595736	0	0.06967764412143265	1.0708099058384057	0	0.9716160374710885	0.7891960941809488	0.9391965780534776	2.3230720099097093	0	0.5274210561969555	0.7238733028171058	0.80177677992509655	0.6237116893925464	0.17371023777496056	0.11661327939767549	0	0.10451646618214896	0	0.5090339001093551	0.19790386420601358	0.08951641779489611	0.34016238762060513	0.38274317013925846	0.11903264204078078	0.4558079219610385	0.6837118829415579	0.015967793444494983	0	0	0.08129058480833809	0	0	0	0.11032293652560168	0.306291310617131	0	0	0.2835493017719412	0.3367752799202578	0.21483940270775065	0.05177436056245342	0.028064606660021484	0.034838822060716326	0.17129087513185526	0	0	0	0	0	0	0	0	0	0	0	0.11661327939767549	0	0	0.13161332778492832	0.08274220239420127	0.01741941103035816	0	0.24338788189639324	0	0	0	0	0	0.6232278168639255	0	0	0.011129068158284383	0	0	0	0.041129164932790105	0	0	0.016451665973116043	0	0	0	0	0	0	0	0.03290333194623209	0.096774505724212	0	0	0	0	0	0	0	0	0.05612921332004297	0	0	0	0	0	0	0	0.3725818470382163	0.010161323101042261	0	0	0	0	0	0	0	0
