External_ID	1,3-Dihydroxyacetone	1,3-Dimethylurate	2-Hydroxyisobutyrate	2-Hydroxyisovalerate	2-Oxoisocaproate	3-Hydroxybutyrate	3-Phenylpropionate	Acetate	Acetoacetate	Acetoin	Acetone	Alanine	Arabinose	Arginine	Aspartate	Betaine	Butyrate	Cadaverine	Caprate	Choline	Dimethylamine	Ethanol	Formate	Fucose	Fumarate	Galactose	Glucose	Glutamate	Glutamine	Glycerol	Glycine	Isobutyrate	Isoleucine	Isopropanol	Isovalerate	L-Malic acid	Lactate	Lactose	Lactulose	Leucine	Lysine	Malonate	Mannose	Methanol	Methionine	Methylamine	Methylsuccinate	N-Acetylaspartate	N-Acetylglutamate	N-Methylhydantoin	N,N-Dimethylglycine	Nicotinate	Oxalacetic acid	Phenylacetate	Phenylalanine	Propionate	Pyruvate	Ribose	Serine	Succinate	Threonine	Trimethylamine	Tyrosine	Uracil	Urocanate	Valerate	Valine	Xanthine	Xylose
A01_00	5.3100000000000001E-2	9.7999999999999997E-3	3.7699999999999997E-2	0.1037	6.6900000000000001E-2	6.0299999999999999E-2	0.29649999999999999	45.280299999999997	4.2099999999999999E-2	0.18690000000000001	5.11E-2	1.8193999999999999	0.37659999999999999	1.6899999999999998E-2	0.88419999999999999	1.8E-3	9.2316000000000003	0.39760000000000001	0.15870000000000001	0.2455	2.1100000000000001E-2	1.0637000000000001	0.1041	0.1051	0.19489999999999999	0.13220000000000001	2.3780000000000001	4.4652000000000003	0.43480000000000002	2.3944000000000001	0.49680000000000002	1.4040999999999999	0.93400000000000005	0.16109999999999999	0.7288	0.79810000000000003	7.85E-2	0.23949999999999999	0.18509999999999999	1.1140000000000001	6.6900000000000001E-2	0.1186	3.73E-2	1.1303000000000001	0.36730000000000002	0.17019999999999999	7.0599999999999996E-2	9.3700000000000006E-2	0.16919999999999999	1.2E-2	0.1168	0.1661	1.7636000000000001	0.61980000000000002	0.3498	16.529800000000002	2.2700000000000001E-2	1.0188999999999999	0.92479999999999996	0.24629999999999999	0.68889999999999996	3.9300000000000002E-2	0.40110000000000001	0.23930000000000001	5.9400000000000001E-2	2.4590000000000001	1.1140000000000001	0.1905	0.1115
A01_07	4.9200000000000001E-2	7.1000000000000004E-3	4.7800000000000002E-2	0.50249999999999995	5.6599999999999998E-2	4.0899999999999999E-2	0.26200000000000001	46.285800000000002	1.5699999999999999E-2	1.04E-2	0.13059999999999999	2.2067999999999999	4.3900000000000002E-2	1.6899999999999998E-2	1.3805000000000001	1.6999999999999999E-3	12.4442	0.39760000000000001	0.53029999999999999	0.14749999999999999	2.1100000000000001E-2	0.496	0.1013	9.01E-2	0.187	0.13220000000000001	2.2888999999999999	4.5179999999999998	0.41760000000000003	3.3435999999999999	0.75180000000000002	2.6021999999999998	1.2457	0.1139	2.0082	0.97750000000000004	0.1321	2.5999999999999999E-2	5.8599999999999999E-2	1.3199000000000001	6.6900000000000001E-2	7.1300000000000002E-2	0.50800000000000001	0.68930000000000002	0.49569999999999997	4.65E-2	4.4200000000000003E-2	2.2700000000000001E-2	0.14699999999999999	4.4000000000000003E-3	5.4000000000000003E-3	0.1661	0.63219999999999998	0.61980000000000002	0.49320000000000003	17.313500000000001	4.3E-3	0.96650000000000003	1.0773999999999999	0.2467	0.75080000000000002	7.7600000000000002E-2	0.5071	0.21210000000000001	7.0699999999999999E-2	3.9824000000000002	1.4376	0.16470000000000001	0.1115
A01_14	5.4100000000000002E-2	6.6E-3	4.6100000000000002E-2	0.31640000000000001	6.6900000000000001E-2	6.7900000000000002E-2	0.13500000000000001	45.935600000000001	2.8799999999999999E-2	0.19550000000000001	9.2999999999999999E-2	2.153	9.35E-2	1.6899999999999998E-2	0.76849999999999996	1.1999999999999999E-3	10.9739	0.41149999999999998	0.53029999999999999	0.1459	3.5700000000000003E-2	0.56279999999999997	0.11799999999999999	8.7099999999999997E-2	0.26	0.13220000000000001	2.3513000000000002	4.4652000000000003	0.43480000000000002	1.1336999999999999	0.76770000000000005	2.1686000000000001	1.1228	0.1101	0.7288	1.5009999999999999	7.85E-2	6.7699999999999996E-2	3.3300000000000003E-2	1.2087000000000001	3.4299999999999997E-2	9.2899999999999996E-2	0.13370000000000001	0.69930000000000003	0.58850000000000002	7.9799999999999996E-2	4.2900000000000001E-2	5.2200000000000003E-2	0.16689999999999999	1.24E-2	9.7999999999999997E-3	0.1661	5.4399999999999997E-2	0.88	0.51859999999999995	15.7842	9.4600000000000004E-2	0.68720000000000003	0.92479999999999996	0.2051	0.94089999999999996	3.2899999999999999E-2	0.54069999999999996	0.34439999999999998	6.7599999999999993E-2	3.0506000000000002	1.2102999999999999	0.25790000000000002	0.1115
A01_28	4.7E-2	1.06E-2	3.7999999999999999E-2	0.33239999999999997	2.2800000000000001E-2	6.3600000000000004E-2	0.26910000000000001	45.455500000000001	7.6899999999999996E-2	8.8099999999999998E-2	7.0199999999999999E-2	1.4302999999999999	6.2E-2	1.6899999999999998E-2	0.59640000000000004	5.9999999999999995E-4	11.9216	0.28710000000000002	0.53029999999999999	0.17929999999999999	3.4200000000000001E-2	0.41880000000000001	9.1800000000000007E-2	5.8900000000000001E-2	0.15629999999999999	0.13220000000000001	1.5590999999999999	3.2631000000000001	0.41699999999999998	0.32619999999999999	0.37569999999999998	1.6687000000000001	0.66639999999999999	0.1094	1.2484	1.0622	7.85E-2	2.01E-2	5.5899999999999998E-2	0.623	9.2299999999999993E-2	6.4199999999999993E-2	3.4599999999999999E-2	1.0938000000000001	0.39829999999999999	8.4900000000000003E-2	9.1300000000000006E-2	6.4799999999999996E-2	0.23419999999999999	7.1999999999999998E-3	4.7999999999999996E-3	0.14319999999999999	2.2029000000000001	0.77680000000000005	0.22919999999999999	13.515000000000001	2.2700000000000001E-2	0.8165	0.66690000000000005	0.23280000000000001	0.51980000000000004	5.7099999999999998E-2	0.34789999999999999	0.1729	3.7699999999999997E-2	2.6417999999999999	0.93389999999999995	0.17319999999999999	6.0499999999999998E-2
A02_00	5.28E-2	1.1299999999999999E-2	3.8600000000000002E-2	0.12189999999999999	2.46E-2	3.7699999999999997E-2	0.11210000000000001	45.202800000000003	7.6399999999999996E-2	7.9200000000000007E-2	6.4000000000000001E-2	1.1837	4.7800000000000002E-2	1.6899999999999998E-2	0.67490000000000006	5.8999999999999999E-3	6.2061999999999999	2.3800000000000002E-2	6.3899999999999998E-2	0.33250000000000002	2.9100000000000001E-2	0.57699999999999996	0.1026	0.1051	0.1108	0.13220000000000001	3.6255999999999999	3.8933	0.28989999999999999	0.36759999999999998	0.46029999999999999	1.1160000000000001	0.52610000000000001	0.22220000000000001	0.95530000000000004	0.89410000000000001	4.0800000000000003E-2	3.8E-3	5.5800000000000002E-2	0.53839999999999999	0.41420000000000001	0.11940000000000001	0.34089999999999998	0.89759999999999995	0.24479999999999999	0.1116	9.5899999999999999E-2	0.12870000000000001	0.21820000000000001	3.8999999999999998E-3	6.0000000000000001E-3	9.0499999999999997E-2	1.2727999999999999	0.35199999999999998	0.20760000000000001	7.8460999999999999	3.0800000000000001E-2	0.2102	0.64429999999999998	0.36409999999999998	0.59819999999999995	2.01E-2	0.23219999999999999	0.1404	2.6100000000000002E-2	1.7004999999999999	0.70820000000000005	0.1077	0.1115
A02_07	7.3599999999999999E-2	7.6E-3	6.1699999999999998E-2	0.24629999999999999	2.6100000000000002E-2	4.9700000000000001E-2	0.1565	45.366500000000002	7.5999999999999998E-2	6.7400000000000002E-2	9.2899999999999996E-2	1.9588000000000001	4.7800000000000002E-2	5.11E-2	0.92130000000000001	4.4999999999999997E-3	6.5884	0.40720000000000001	6.3899999999999998E-2	6.4699999999999994E-2	4.8000000000000001E-2	0.39029999999999998	0.13619999999999999	1.4999999999999999E-2	0.18709999999999999	0.10829999999999999	0.87119999999999997	5.0872000000000002	0.48220000000000002	0.90500000000000003	0.77459999999999996	2.0478000000000001	0.87490000000000001	0.26529999999999998	1.3285	0.84589999999999999	0.23069999999999999	1.4E-2	1.8100000000000002E-2	0.98960000000000004	0.27329999999999999	0.1938	2.12E-2	0.84809999999999997	0.42720000000000002	0.13420000000000001	0.11360000000000001	9.1399999999999995E-2	0.35520000000000002	4.1000000000000003E-3	5.1000000000000004E-3	0.16039999999999999	9.7299999999999998E-2	0.59079999999999999	0.39800000000000002	8.0958000000000006	8.6300000000000002E-2	0.77580000000000005	0.8458	0.39510000000000001	0.6593	1.77E-2	0.4481	0.31180000000000002	5.5199999999999999E-2	2.0024999999999999	1.1413	0.2351	4.0800000000000003E-2
A02_14	4.87E-2	1.1299999999999999E-2	5.9400000000000001E-2	0.38500000000000001	2.87E-2	6.3600000000000004E-2	9.8400000000000001E-2	47.504800000000003	7.1599999999999997E-2	7.8200000000000006E-2	0.1116	2.1916000000000002	2.7699999999999999E-2	1.77E-2	0.98909999999999998	6.4000000000000003E-3	7.6612	0.20619999999999999	6.3899999999999998E-2	0.1646	7.1400000000000005E-2	0.39610000000000001	0.1565	3.3000000000000002E-2	0.2495	0.1389	1.4254	5.5575999999999999	0.28989999999999999	0.8871	0.94840000000000002	1.3842000000000001	0.90559999999999996	0.1709	1.0232000000000001	1.5851	0.26100000000000001	4.0099999999999997E-2	1.95E-2	0.96199999999999997	0.92889999999999995	0.2162	1.9599999999999999E-2	0.49790000000000001	0.4037	9.5500000000000002E-2	6.3100000000000003E-2	6.3200000000000006E-2	0.23130000000000001	1.23E-2	1.8E-3	8.0199999999999994E-2	0.97719999999999996	0.35199999999999998	0.27289999999999998	9.0843000000000007	4.1500000000000002E-2	1.7169000000000001	0.86739999999999995	0.2475	0.77090000000000003	1.35E-2	0.37509999999999999	0.34300000000000003	3.9300000000000002E-2	2.0013000000000001	1.516	0.11650000000000001	0.1115
A02_28	6.8699999999999997E-2	3.3000000000000002E-2	5.4199999999999998E-2	0.26429999999999998	0.03	5.2400000000000002E-2	0.13550000000000001	44.880200000000002	0.1062	0.1273	0.14799999999999999	2.3140000000000001	0.11260000000000001	0.02	0.96689999999999998	0.18679999999999999	8.2696000000000005	0.18640000000000001	6.3899999999999998E-2	6.08E-2	0.1101	1.4352	0.318	2.29E-2	0.28170000000000001	0.13220000000000001	1.2104999999999999	6.6943000000000001	0.54059999999999997	0.64329999999999998	0.98429999999999995	1.6385000000000001	0.95830000000000004	0.29780000000000001	1.25	1.5076000000000001	0.23019999999999999	1.1599999999999999E-2	1.41E-2	0.89390000000000003	0.87970000000000004	0.3579	2.4500000000000001E-2	1.1371	0.43419999999999997	0.15409999999999999	0.1323	0.19040000000000001	0.79569999999999996	1.67E-2	2.5999999999999999E-3	3.1699999999999999E-2	0.1741	0.47839999999999999	0.34949999999999998	9.2143999999999995	3.04E-2	1.2929999999999999	1.0004	0.79620000000000002	1.0620000000000001	2.6800000000000001E-2	0.34560000000000002	0.19359999999999999	4.0599999999999997E-2	2.1802000000000001	1.2047000000000001	0.1353	0.1115
A03_00	0.1179	3.2000000000000002E-3	3.1E-2	0.1363	2.3300000000000001E-2	9.2999999999999999E-2	0.2858	44.880200000000002	4.4900000000000002E-2	9.2299999999999993E-2	6.4299999999999996E-2	0.89229999999999998	0.11260000000000001	3.73E-2	0.55400000000000005	1.1900000000000001E-2	8.5502000000000002	0.12909999999999999	0.3634	2.2700000000000001E-2	1.2699999999999999E-2	0.20130000000000001	4.48E-2	2.29E-2	8.6599999999999996E-2	8.4900000000000003E-2	1.7845	2.3693	0.69510000000000005	1.3829	0.26719999999999999	0.69950000000000001	0.378	5.0900000000000001E-2	0.55189999999999995	0.4506	7.5899999999999995E-2	2.6800000000000001E-2	8.9999999999999998E-4	0.45610000000000001	0.44690000000000002	0.13339999999999999	2.4500000000000001E-2	0.71779999999999999	0.16420000000000001	3.9699999999999999E-2	0.14149999999999999	0.1943	9.4500000000000001E-2	2.63E-2	2.3900000000000001E-2	0.1454	1.0396000000000001	0.25700000000000001	0.21890000000000001	7.9386999999999999	7.3000000000000001E-3	0.56889999999999996	0.49099999999999999	0.13339999999999999	0.35670000000000002	9.1999999999999998E-3	0.26100000000000001	7.3999999999999996E-2	4.53E-2	1.7353000000000001	0.49170000000000003	6.1600000000000002E-2	0.1115
A03_07	0.1812	1.4999999999999999E-2	6.83E-2	0.31059999999999999	0.1449	0.14069999999999999	0.21629999999999999	45.361400000000003	0.15679999999999999	0.1356	0.16969999999999999	2.9964	0.16300000000000001	9.9599999999999994E-2	1.2702	4.0000000000000002E-4	6.6707999999999998	0.12909999999999999	0.3634	6.9000000000000006E-2	4.2200000000000001E-2	0.52259999999999995	0.25929999999999997	1.6500000000000001E-2	0.2787	0.4894	1.7161999999999999	8.6231000000000009	0.69510000000000005	5.8391000000000002	1.4541999999999999	1.2664	1.3340000000000001	0.1668	0.96899999999999997	2.169	7.6600000000000001E-2	2.53E-2	6.5699999999999995E-2	1.8753	1.6642999999999999	9.8400000000000001E-2	2.4500000000000001E-2	1.1136999999999999	0.69430000000000003	0.18920000000000001	0.32640000000000002	0.2883	0.37859999999999999	1.8700000000000001E-2	8.48E-2	0.30209999999999998	0.21110000000000001	0.26950000000000002	0.4491	10.401999999999999	1.46E-2	2.5836000000000001	2.1463999999999999	0.37290000000000001	1.4698	3.0099999999999998E-2	0.53380000000000005	0.30109999999999998	0.20610000000000001	2.2705000000000002	1.7501	0.2024	0.49969999999999998
